Price
83990.0
50390.0
55990.0
97990.0
65790.0
41990.0
32190.0
97990.0
57390.0
44790.0
50390.0
33590.0
90990.0
4610.0
41990.0
43390.0
41990.0
139990.0
32190.0
41990.0
62990.0
90990.0
37790.0
82560.0
19590.0
32190.0
43390.0
96590.0
111990.0
23790.0
62990.0
13990.0
57390.0
12590.0
11190.0
118990.0
37790.0
9790.0
97990.0
79790.0
97990.0
139990.0
16790.0
37790.0
48990.0
139990.0
41990.0
8390.0
